task_id,branch,route,run_id,sample_event,target_field,wide_field,unit,instrument_class,entry_file,merge_command,source_file_requirement,value_required,provenance_required,notes
LC-0168,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-72h,physical_inspection,visible_shedding,visible_shedding,bool,imaging_station_or_scoring_sheet,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,Time-stamped image or microscopy/stereoscope export.,yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0169,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-72h,physical_inspection,swelling_fraction,swelling_fraction,fraction,caliper_balance_or_image_analysis,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Image analysis export, caliper log, or mass/dimension worksheet.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0170,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-72h,physical_inspection,delamination_score,delamination_score,score,imaging_station_or_scoring_sheet,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,Image plus scoring worksheet or vendor image-analysis report.,yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0171,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-lead_nhi_pedot_low_loading-R1-72h,physical_inspection,optical_transparency_fraction,optical_transparency_fraction,fraction,imaging_station_or_scoring_sheet,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,Image-analysis export or vendor microscopy report.,yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0172,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-0h,metadata,date,date,,record_review,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Bench sheet, vendor report, or chain-of-custody CSV.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0173,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-0h,metadata,medium_name,medium_name,,record_review,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Medium bottle photo, lot CoA, or chain-of-custody record.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0174,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-0h,metadata,medium_lot,medium_lot,,record_review,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Lot CoA, bottle label image, or chain-of-custody record.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0175,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-0h,metadata,temperature_c,temperature_c,C,temperature_probe_or_incubator_log,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Incubator log, probe export, or time-stamped photo.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0176,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-0h,metadata,mea_coupon_id,mea_coupon_id,,record_review,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Build sheet, sample label, or chain-of-custody record.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0177,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-0h,metadata,electrode_material,electrode_material,,record_review,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Supplier documentation, build sheet, or sample label record.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0178,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-0h,metadata,laminin_or_peptide_density,laminin_or_peptide_density,,record_review,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Recipe record, supplier CoA, coating log, or build sheet.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0179,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-0h,metadata,sterilization_or_aseptic_protocol,sterilization_or_aseptic_protocol,,record_review,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"SOP identifier, batch record, or chain-of-custody record.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0180,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-0h,initial,pH,pH_initial,pH,calibrated_pH_meter,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Meter export, calibration log, or time-stamped display photo reconciled to run_id.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0181,NHI-PEDOT H-A,outsourced_preferred,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-0h,initial,osmolality,osmolality_initial_mOsm_kg,mOsm/kg,osmometer_or_external_lab,data/nhi_pedot_h_a_osmolality_outsource_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --base data/nhi_pedot_h_a_runs_active.csv --raw data/nhi_pedot_h_a_osmolality_outsource_template.csv --out data/nhi_pedot_h_a_runs_active.csv,Osmometer report/export reconciled to run_id.,yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0182,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-0h,initial,conductivity,conductivity_initial_mS_cm,mS/cm,calibrated_conductivity_meter,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Conductivity meter export, calibration log, or display photo reconciled to run_id.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0183,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-0h,final,pH,pH_final,pH,calibrated_pH_meter,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Meter export, calibration log, or time-stamped display photo reconciled to run_id.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0184,NHI-PEDOT H-A,outsourced_preferred,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-0h,final,osmolality,osmolality_final_mOsm_kg,mOsm/kg,osmometer_or_external_lab,data/nhi_pedot_h_a_osmolality_outsource_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --base data/nhi_pedot_h_a_runs_active.csv --raw data/nhi_pedot_h_a_osmolality_outsource_template.csv --out data/nhi_pedot_h_a_runs_active.csv,Osmometer report/export reconciled to run_id.,yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0185,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-0h,final,conductivity,conductivity_final_mS_cm,mS/cm,calibrated_conductivity_meter,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Conductivity meter export, calibration log, or display photo reconciled to run_id.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0186,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-0h,physical_inspection,visible_precipitate,visible_precipitate,bool,imaging_station_or_scoring_sheet,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,Time-stamped image or vendor inspection report.,yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0187,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-0h,physical_inspection,visible_shedding,visible_shedding,bool,imaging_station_or_scoring_sheet,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,Time-stamped image or microscopy/stereoscope export.,yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0188,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-0h,physical_inspection,swelling_fraction,swelling_fraction,fraction,caliper_balance_or_image_analysis,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Image analysis export, caliper log, or mass/dimension worksheet.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0189,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-0h,physical_inspection,delamination_score,delamination_score,score,imaging_station_or_scoring_sheet,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,Image plus scoring worksheet or vendor image-analysis report.,yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0190,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-0h,physical_inspection,optical_transparency_fraction,optical_transparency_fraction,fraction,imaging_station_or_scoring_sheet,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,Image-analysis export or vendor microscopy report.,yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0191,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-24h,metadata,date,date,,record_review,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Bench sheet, vendor report, or chain-of-custody CSV.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0192,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-24h,metadata,medium_name,medium_name,,record_review,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Medium bottle photo, lot CoA, or chain-of-custody record.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0193,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-24h,metadata,medium_lot,medium_lot,,record_review,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Lot CoA, bottle label image, or chain-of-custody record.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0194,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-24h,metadata,temperature_c,temperature_c,C,temperature_probe_or_incubator_log,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Incubator log, probe export, or time-stamped photo.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0195,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-24h,metadata,mea_coupon_id,mea_coupon_id,,record_review,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Build sheet, sample label, or chain-of-custody record.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0196,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-24h,metadata,electrode_material,electrode_material,,record_review,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Supplier documentation, build sheet, or sample label record.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0197,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-24h,metadata,laminin_or_peptide_density,laminin_or_peptide_density,,record_review,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Recipe record, supplier CoA, coating log, or build sheet.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0198,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-24h,metadata,sterilization_or_aseptic_protocol,sterilization_or_aseptic_protocol,,record_review,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"SOP identifier, batch record, or chain-of-custody record.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0199,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-24h,initial,pH,pH_initial,pH,calibrated_pH_meter,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Meter export, calibration log, or time-stamped display photo reconciled to run_id.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0200,NHI-PEDOT H-A,outsourced_preferred,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-24h,initial,osmolality,osmolality_initial_mOsm_kg,mOsm/kg,osmometer_or_external_lab,data/nhi_pedot_h_a_osmolality_outsource_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --base data/nhi_pedot_h_a_runs_active.csv --raw data/nhi_pedot_h_a_osmolality_outsource_template.csv --out data/nhi_pedot_h_a_runs_active.csv,Osmometer report/export reconciled to run_id.,yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0201,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-24h,initial,conductivity,conductivity_initial_mS_cm,mS/cm,calibrated_conductivity_meter,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Conductivity meter export, calibration log, or display photo reconciled to run_id.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0202,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-24h,final,pH,pH_final,pH,calibrated_pH_meter,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Meter export, calibration log, or time-stamped display photo reconciled to run_id.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0203,NHI-PEDOT H-A,outsourced_preferred,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-24h,final,osmolality,osmolality_final_mOsm_kg,mOsm/kg,osmometer_or_external_lab,data/nhi_pedot_h_a_osmolality_outsource_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --base data/nhi_pedot_h_a_runs_active.csv --raw data/nhi_pedot_h_a_osmolality_outsource_template.csv --out data/nhi_pedot_h_a_runs_active.csv,Osmometer report/export reconciled to run_id.,yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0204,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-24h,final,conductivity,conductivity_final_mS_cm,mS/cm,calibrated_conductivity_meter,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Conductivity meter export, calibration log, or display photo reconciled to run_id.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0205,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-24h,physical_inspection,visible_precipitate,visible_precipitate,bool,imaging_station_or_scoring_sheet,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,Time-stamped image or vendor inspection report.,yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0206,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-24h,physical_inspection,visible_shedding,visible_shedding,bool,imaging_station_or_scoring_sheet,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,Time-stamped image or microscopy/stereoscope export.,yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0207,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-24h,physical_inspection,swelling_fraction,swelling_fraction,fraction,caliper_balance_or_image_analysis,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Image analysis export, caliper log, or mass/dimension worksheet.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0208,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-24h,physical_inspection,delamination_score,delamination_score,score,imaging_station_or_scoring_sheet,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,Image plus scoring worksheet or vendor image-analysis report.,yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0209,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-24h,physical_inspection,optical_transparency_fraction,optical_transparency_fraction,fraction,imaging_station_or_scoring_sheet,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,Image-analysis export or vendor microscopy report.,yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0210,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-72h,metadata,date,date,,record_review,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Bench sheet, vendor report, or chain-of-custody CSV.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0211,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-72h,metadata,medium_name,medium_name,,record_review,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Medium bottle photo, lot CoA, or chain-of-custody record.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0212,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-72h,metadata,medium_lot,medium_lot,,record_review,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Lot CoA, bottle label image, or chain-of-custody record.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0213,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-72h,metadata,temperature_c,temperature_c,C,temperature_probe_or_incubator_log,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Incubator log, probe export, or time-stamped photo.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0214,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-72h,metadata,mea_coupon_id,mea_coupon_id,,record_review,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Build sheet, sample label, or chain-of-custody record.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0215,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-72h,metadata,electrode_material,electrode_material,,record_review,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Supplier documentation, build sheet, or sample label record.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0216,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-72h,metadata,laminin_or_peptide_density,laminin_or_peptide_density,,record_review,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Recipe record, supplier CoA, coating log, or build sheet.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0217,NHI-PEDOT H-A,supplier_or_build_record,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-72h,metadata,sterilization_or_aseptic_protocol,sterilization_or_aseptic_protocol,,record_review,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"SOP identifier, batch record, or chain-of-custody record.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0218,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-72h,initial,pH,pH_initial,pH,calibrated_pH_meter,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Meter export, calibration log, or time-stamped display photo reconciled to run_id.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0219,NHI-PEDOT H-A,outsourced_preferred,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-72h,initial,osmolality,osmolality_initial_mOsm_kg,mOsm/kg,osmometer_or_external_lab,data/nhi_pedot_h_a_osmolality_outsource_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --base data/nhi_pedot_h_a_runs_active.csv --raw data/nhi_pedot_h_a_osmolality_outsource_template.csv --out data/nhi_pedot_h_a_runs_active.csv,Osmometer report/export reconciled to run_id.,yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0220,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-72h,initial,conductivity,conductivity_initial_mS_cm,mS/cm,calibrated_conductivity_meter,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Conductivity meter export, calibration log, or display photo reconciled to run_id.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
LC-0221,NHI-PEDOT H-A,inhouse_ready,NHIPEDOT-H-A-challenge_nhi_pedot_high_loading-R1-72h,final,pH,pH_final,pH,calibrated_pH_meter,data/nhi_pedot_h_a_local_capture_template.csv,python3 scripts/merge_nhi_pedot_h_a_raw_measurements.py --raw data/nhi_pedot_h_a_local_capture_template.csv,"Meter export, calibration log, or time-stamped display photo reconciled to run_id.",yes,measured_at/operator_or_agent/source_file plus instrument_id for measured fields,long_form_h_a_raw_entry
