queue_order,run_id,phase,timepoint,replicate,article_id,variant_id,gate_role,readout_groups,must_have_fields,matched_control_key
122,ZRCND-C-baseline_rc_3p5m_guard-R3-24h,C,24 h,3,baseline_rc_3p5m_guard,zrc_nd_3p5k_unmodified_guard,gate_evaluable,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;housing_material;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;membrane_area_cm2;membrane_lot;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;prefilter_lot;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|24 h|3
123,ZRCND-C-baseline_rc_3p5m_guard-R3-4h,C,4 h,3,baseline_rc_3p5m_guard,zrc_nd_3p5k_unmodified_guard,gate_evaluable,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;housing_material;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;membrane_area_cm2;membrane_lot;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;prefilter_lot;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|4 h|3
124,ZRCND-C-bulk_exchange_reference-R3-0h,C,0 h,3,bulk_exchange_reference,,process_reference,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|0 h|3
125,ZRCND-C-bulk_exchange_reference-R3-24h,C,24 h,3,bulk_exchange_reference,,process_reference,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|24 h|3
126,ZRCND-C-bulk_exchange_reference-R3-4h,C,4 h,3,bulk_exchange_reference,,process_reference,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|4 h|3
127,ZRCND-C-lead_zrc_nd_3p5m_guard-R3-0h,C,0 h,3,lead_zrc_nd_3p5m_guard,zrc_nd_3p5k_mpc_guard,baseline_snapshot,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;housing_material;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;membrane_area_cm2;membrane_lot;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;prefilter_lot;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|0 h|3
128,ZRCND-C-lead_zrc_nd_3p5m_guard-R3-24h,C,24 h,3,lead_zrc_nd_3p5m_guard,zrc_nd_3p5k_mpc_guard,gate_evaluable,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;housing_material;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;membrane_area_cm2;membrane_lot;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;prefilter_lot;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|24 h|3
129,ZRCND-C-lead_zrc_nd_3p5m_guard-R3-4h,C,4 h,3,lead_zrc_nd_3p5m_guard,zrc_nd_3p5k_mpc_guard,gate_evaluable,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;housing_material;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;membrane_area_cm2;membrane_lot;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;prefilter_lot;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|4 h|3
130,ZRCND-C-no_module_static_control-R3-0h,C,0 h,3,no_module_static_control,,matched_control,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|0 h|3
131,ZRCND-C-no_module_static_control-R3-24h,C,24 h,3,no_module_static_control,,matched_control,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|24 h|3
132,ZRCND-C-no_module_static_control-R3-4h,C,4 h,3,no_module_static_control,,matched_control,medium_integrity;waste_clearance;factor_retention;module_performance,albumin_final;albumin_initial;ammonia_final_uM;ammonia_initial_uM;bdnf_final_pg_ml;bdnf_initial_pg_ml;bubble_events;conductivity_final_mS_cm;conductivity_initial_mS_cm;date;exposure_time_h;flow_resistance_final;flow_resistance_initial;initial_volume_ml;lactate_final_mM;lactate_initial_mM;medium_lot;medium_name;ngf_final_pg_ml;ngf_initial_pg_ml;operator_or_agent;osmolality_final_mOsm_kg;osmolality_initial_mOsm_kg;pH_final;pH_initial;temperature_c;total_protein_final;total_protein_initial;transferrin_final;transferrin_initial;visible_precipitate,C|4 h|3
